MARKET,TF,MEAN,BREAKOUT,RTM,RTM_PERCENT,BO_PERCENT,EXIT_PERCENT,STOP_PERC,sharpe_ratio
BTC-RISE,5,20,True,True,3.0,1.0,1.0,10.0,0.420147120824
BTC-RISE,5,8,True,True,5.0,1.0,5.0,15.0,0.368768685763
BTC-XMR,5,20,True,True,3.0,1.0,1.0,10.0,0.400106116763
BTC-PAY,5,20,True,True,2.0,1.0,5.0,15.0,0.37187556249
BTC-DASH,5,20,True,True,2.0,1.0,10.0,15.0,0.253198916425
BTC-MCO,5,20,True,True,3.0,1.0,5.0,5.0,1.06764733303
BTC-BAT,5,8,True,True,5.0,1.0,5.0,5.0,0.0619493922085
BTC-QTUM,5,20,True,True,3.0,1.0,5.0,5.0,0.55441038371
BTC-BCC,5,8,True,True,5.0,1.0,1.0,10.0,-0.243060907205
BTC-MCO,5,8,True,True,5.0,1.0,1.0,10.0,-0.349167285381
BTC-RISE,5,8,True,True,2.0,1.0,5.0,10.0,0.724673835531
BTC-MCO,5,20,True,True,3.0,1.0,10.0,5.0,0.74391838829
BTC-ETC,5,8,True,True,3.0,1.0,1.0,5.0,0.00672765165763
BTC-OMG,5,20,True,True,3.0,1.0,1.0,5.0,0.34495301778
BTC-QTUM,5,8,True,True,5.0,1.0,5.0,10.0,0.0460253353342
BTC-MCO,5,20,True,True,3.0,1.0,1.0,15.0,0.101683679787
BTC-LSK,5,8,True,True,2.0,1.0,10.0,15.0,0.311535828363
BTC-ETC,5,8,True,True,5.0,1.0,1.0,10.0,-0.0144918601881
BTC-XMR,5,8,True,True,5.0,1.0,1.0,15.0,0.00524386759202
BTC-ADX,5,8,True,True,2.0,1.0,10.0,10.0,0.337934149806
BTC-LSK,5,20,True,True,3.0,1.0,10.0,15.0,0.440277342955
BTC-BCC,5,8,True,True,3.0,1.0,1.0,10.0,-0.0823310288226
BTC-TRIG,5,20,True,True,2.0,1.0,5.0,10.0,1.10763447593
BTC-STRAT,5,20,True,True,5.0,1.0,1.0,10.0,-0.0590730354264
BTC-ADX,5,20,True,True,3.0,1.0,1.0,10.0,0.283922565481
BTC-NAV,5,8,True,True,2.0,1.0,5.0,5.0,0.693208144188
BTC-OMG,5,20,True,True,3.0,1.0,5.0,5.0,0.552286236521
BTC-ETC,5,8,True,True,3.0,1.0,5.0,10.0,0.16632971483
BTC-LTC,5,8,True,True,2.0,1.0,1.0,15.0,0.0074319399799
BTC-DASH,5,20,True,True,3.0,1.0,1.0,5.0,0.104734999407
BTC-DASH,5,20,True,True,2.0,1.0,1.0,5.0,0.420099881278
BTC-TRIG,5,20,True,True,5.0,1.0,5.0,10.0,0.97622621339
BTC-XRP,5,20,True,True,2.0,1.0,10.0,10.0,0.276599072654
BTC-ETH,5,20,True,True,2.0,1.0,1.0,10.0,0.363404618649
BTC-PAY,5,20,True,True,2.0,1.0,10.0,10.0,0.218167071184
BTC-BAT,5,20,True,True,3.0,1.0,1.0,5.0,0.218056369263
BTC-TRIG,5,20,True,True,5.0,1.0,10.0,10.0,0.854187890841
BTC-XVG,5,8,True,True,2.0,1.0,10.0,15.0,0.219249278681
BTC-ETH,5,8,True,True,3.0,1.0,1.0,15.0,-0.0510516079978
BTC-XRP,5,8,True,True,2.0,1.0,1.0,10.0,-0.0407450998593
BTC-RISE,5,8,True,True,3.0,1.0,5.0,15.0,0.577531096829
BTC-XRP,5,8,True,True,3.0,1.0,10.0,5.0,0.146449106892
BTC-BCC,5,8,True,True,5.0,1.0,1.0,5.0,-0.189149272089
BTC-XRP,5,20,True,True,2.0,1.0,5.0,10.0,0.48497317465
BTC-ADX,5,20,True,True,5.0,1.0,10.0,10.0,0.548624030748
BTC-MCO,5,8,True,True,2.0,1.0,5.0,10.0,0.578082375021
BTC-ADX,5,8,True,True,2.0,1.0,5.0,15.0,0.384128909586
BTC-NEO,5,20,True,True,5.0,1.0,5.0,5.0,0.294849047485
BTC-PAY,5,20,True,True,2.0,1.0,10.0,5.0,0.245437695684
BTC-PAY,5,8,True,True,2.0,1.0,10.0,15.0,0.00701662151689
BTC-MCO,5,20,True,True,2.0,1.0,5.0,10.0,0.99122221107
BTC-QTUM,5,20,True,True,3.0,1.0,10.0,15.0,0.258140848204
BTC-OMG,5,8,True,True,3.0,1.0,5.0,10.0,0.279615975495
BTC-DASH,5,8,True,True,5.0,1.0,10.0,15.0,0.138328695581
BTC-BCC,5,20,True,True,2.0,1.0,5.0,10.0,0.61381673161
BTC-BAT,5,8,True,True,5.0,1.0,10.0,15.0,0.0360700361436
BTC-APX,5,8,True,True,5.0,1.0,5.0,15.0,0.247647511754
BTC-APX,5,8,True,True,3.0,1.0,1.0,15.0,0.0616768059541
BTC-NEO,5,20,True,True,3.0,1.0,10.0,10.0,0.192810968768
BTC-QTUM,5,8,True,True,2.0,1.0,10.0,5.0,0.184452998218
BTC-STRAT,5,8,True,True,5.0,1.0,10.0,15.0,0.0297352026383
BTC-LTC,5,8,True,True,3.0,1.0,5.0,10.0,0.0970119938737
BTC-MTL,5,8,True,True,5.0,1.0,1.0,5.0,-0.281709685301
BTC-LSK,5,8,True,True,2.0,1.0,10.0,10.0,0.333070289835
BTC-MCO,5,20,True,True,5.0,1.0,1.0,15.0,-0.0439027283487
BTC-PAY,5,20,True,True,5.0,1.0,5.0,15.0,0.369184062245
BTC-LTC,5,8,True,True,5.0,1.0,5.0,15.0,0.0887921246154
BTC-BAT,5,20,True,True,2.0,1.0,5.0,5.0,0.554592722857
BTC-XMR,5,8,True,True,3.0,1.0,10.0,15.0,0.282565366395
BTC-BAT,5,8,True,True,3.0,1.0,5.0,5.0,0.244385200142
BTC-ETC,5,20,True,True,5.0,1.0,10.0,10.0,0.141417096646
BTC-DASH,5,8,True,True,5.0,1.0,1.0,15.0,-0.0299934497196
BTC-XMR,5,8,True,True,2.0,1.0,1.0,10.0,0.141116952584
BTC-XRP,5,8,True,True,2.0,1.0,1.0,5.0,-0.0507188564371
BTC-APX,5,20,True,True,3.0,1.0,5.0,10.0,0.90316999887
BTC-LTC,5,8,True,True,3.0,1.0,10.0,5.0,0.122164759599
BTC-BAT,5,8,True,True,2.0,1.0,5.0,10.0,0.291328264648
BTC-ETH,5,8,True,True,5.0,1.0,1.0,15.0,-0.0571036198369
BTC-XRP,5,20,True,True,3.0,1.0,1.0,15.0,0.270772456596
BTC-XMR,5,8,True,True,5.0,1.0,1.0,10.0,-0.0388397165921
BTC-XVG,5,20,True,True,3.0,1.0,1.0,15.0,0.0777641843268
BTC-XMR,5,20,True,True,2.0,1.0,10.0,5.0,0.420799232818
BTC-TRIG,5,8,True,True,5.0,1.0,10.0,10.0,0.508269736393
BTC-RISE,5,20,True,True,2.0,1.0,10.0,15.0,0.81444331036
BTC-RISE,5,8,True,True,2.0,1.0,5.0,5.0,0.801561136772
BTC-BCC,5,20,True,True,5.0,1.0,10.0,10.0,0.407272825036
BTC-XVG,5,20,True,True,5.0,1.0,5.0,5.0,0.497015482504
BTC-MCO,5,20,True,True,2.0,1.0,10.0,10.0,0.701118987822
BTC-BAT,5,20,True,True,3.0,1.0,1.0,15.0,0.235617447751
BTC-BAT,5,8,True,True,3.0,1.0,1.0,5.0,-0.173154082056
BTC-LTC,5,20,True,True,2.0,1.0,10.0,10.0,0.245366794336
BTC-MCO,5,8,True,True,5.0,1.0,1.0,15.0,-0.26286843137
BTC-DASH,5,8,True,True,3.0,1.0,5.0,5.0,0.18601857977
BTC-LTC,5,20,True,True,5.0,1.0,1.0,15.0,-0.0566136799861
BTC-QTUM,5,20,True,True,3.0,1.0,5.0,15.0,0.447732560154
BTC-ADX,5,8,True,True,3.0,1.0,10.0,10.0,0.300921293592
BTC-NAV,5,20,True,True,3.0,1.0,10.0,5.0,0.754234914272
BTC-MCO,5,20,True,True,5.0,1.0,5.0,15.0,0.643967845967
BTC-APX,5,20,True,True,5.0,1.0,5.0,10.0,0.748278655209
BTC-ETH,5,8,True,True,2.0,1.0,10.0,15.0,0.0763502987142
BTC-ETC,5,20,True,True,5.0,1.0,10.0,5.0,0.155297113662
BTC-XMR,5,20,True,True,3.0,1.0,1.0,15.0,0.347357397923
BTC-MCO,5,8,True,True,5.0,1.0,5.0,5.0,0.257201644102
BTC-ETC,5,20,True,True,3.0,1.0,5.0,5.0,0.241416589358
BTC-MCO,5,8,True,True,2.0,1.0,10.0,15.0,0.405898155322
BTC-DASH,5,8,True,True,3.0,1.0,1.0,15.0,-0.000202389991704
BTC-LSK,5,20,True,True,2.0,1.0,10.0,15.0,0.442855150238
BTC-BAT,5,8,True,True,3.0,1.0,10.0,15.0,0.0598759449264
BTC-ETC,5,8,True,True,3.0,1.0,10.0,10.0,0.11019252307
BTC-PAY,5,20,True,True,3.0,1.0,1.0,10.0,0.178979937135
BTC-XMR,5,20,True,True,5.0,1.0,10.0,10.0,0.335664588113
BTC-LTC,5,20,True,True,2.0,1.0,1.0,10.0,0.368897330921
BTC-ADX,5,20,True,True,5.0,1.0,1.0,10.0,0.0429695440722
BTC-MCO,5,20,True,True,5.0,1.0,5.0,10.0,0.755756066867
BTC-DASH,5,8,True,True,2.0,1.0,5.0,15.0,0.210496408885
BTC-RISE,5,8,True,True,3.0,1.0,1.0,10.0,-0.0658962866702
BTC-BCC,5,20,True,True,5.0,1.0,5.0,5.0,0.548849844523
BTC-OMG,5,20,True,True,5.0,1.0,1.0,10.0,0.0644250024301
BTC-XVG,5,20,True,True,5.0,1.0,5.0,10.0,0.484042288009
BTC-XMR,5,8,True,True,5.0,1.0,5.0,10.0,0.219810038936
BTC-RISE,5,8,True,True,3.0,1.0,1.0,5.0,-0.0730478782322
BTC-MCO,5,20,True,True,3.0,1.0,10.0,10.0,0.696300156125
BTC-ETH,5,20,True,True,2.0,1.0,5.0,15.0,0.154122871748
BTC-APX,5,8,True,True,3.0,1.0,5.0,5.0,0.493420021961
BTC-XMR,5,20,True,True,3.0,1.0,5.0,15.0,0.480191771294
BTC-LSK,5,8,True,True,3.0,1.0,5.0,15.0,0.316813192692
BTC-ETH,5,8,True,True,2.0,1.0,10.0,10.0,0.0357899260241
BTC-NAV,5,20,True,True,3.0,1.0,10.0,10.0,0.689425206358
BTC-NAV,5,8,True,True,2.0,1.0,1.0,10.0,0.117774134822
BTC-XMR,5,20,True,True,2.0,1.0,1.0,10.0,0.706746830122
BTC-OMG,5,20,True,True,2.0,1.0,1.0,10.0,0.509423308994
BTC-ETH,5,20,True,True,3.0,1.0,10.0,10.0,0.0874328458082
BTC-BCC,5,8,True,True,5.0,1.0,5.0,15.0,0.112456404856
BTC-XRP,5,8,True,True,2.0,1.0,10.0,10.0,0.16413977914
BTC-XVG,5,8,True,True,2.0,1.0,5.0,15.0,0.262455988286
BTC-BAT,5,20,True,True,3.0,1.0,10.0,10.0,0.267683273103
BTC-ADX,5,8,True,True,2.0,1.0,10.0,15.0,0.280744616367
BTC-QTUM,5,8,True,True,2.0,1.0,1.0,15.0,0.00786785222925
BTC-LSK,5,8,True,True,5.0,1.0,1.0,5.0,-0.226185323202
BTC-ETC,5,8,True,True,5.0,1.0,1.0,15.0,0.0612991207046
BTC-PAY,5,8,True,True,2.0,1.0,1.0,5.0,0.0405761649077
BTC-XRP,5,20,True,True,2.0,1.0,10.0,5.0,0.315384650422
BTC-NEO,5,20,True,True,2.0,1.0,10.0,5.0,0.28802268148
BTC-MCO,5,20,True,True,2.0,1.0,1.0,10.0,0.356679471088
BTC-LSK,5,8,True,True,3.0,1.0,5.0,5.0,0.424568435237
BTC-TRIG,5,20,True,True,2.0,1.0,1.0,10.0,0.376602587331
BTC-APX,5,8,True,True,2.0,1.0,1.0,5.0,0.0871306963309
BTC-ADX,5,8,True,True,2.0,1.0,5.0,10.0,0.459124689585
BTC-ADX,5,8,True,True,3.0,1.0,1.0,5.0,-0.277110378368
BTC-LTC,5,8,True,True,3.0,1.0,10.0,15.0,0.160180205252
BTC-OMG,5,20,True,True,3.0,1.0,10.0,10.0,0.308296659554
BTC-BAT,5,8,True,True,5.0,1.0,10.0,10.0,0.0554857893941
BTC-STRAT,5,20,True,True,3.0,1.0,5.0,15.0,0.183246654745
BTC-MCO,5,8,True,True,2.0,1.0,5.0,5.0,0.670679751752
BTC-STRAT,5,8,True,True,3.0,1.0,5.0,5.0,0.108641943202
BTC-MCO,5,20,True,True,2.0,1.0,10.0,5.0,0.74447306233
BTC-DASH,5,20,True,True,3.0,1.0,10.0,15.0,0.240469648804
BTC-OMG,5,20,True,True,2.0,1.0,5.0,10.0,0.541362532559
BTC-STRAT,5,20,True,True,3.0,1.0,10.0,10.0,0.188812875627
BTC-LTC,5,8,True,True,2.0,1.0,1.0,10.0,-0.00893985100894
BTC-PAY,5,8,True,True,2.0,1.0,10.0,5.0,0.123776243173
BTC-DASH,5,20,True,True,2.0,1.0,5.0,10.0,0.381068347088
BTC-QTUM,5,8,True,True,3.0,1.0,1.0,15.0,-0.0997864784824
BTC-DASH,5,8,True,True,3.0,1.0,5.0,15.0,0.213361812283
BTC-NAV,5,20,True,True,3.0,1.0,1.0,15.0,0.305537429677
BTC-LSK,5,8,True,True,3.0,1.0,10.0,5.0,0.337823111436
BTC-MCO,5,20,True,True,3.0,1.0,5.0,10.0,0.942996825237
BTC-BCC,5,8,True,True,3.0,1.0,1.0,5.0,-0.0362455593574
BTC-NEO,5,20,True,True,3.0,1.0,5.0,15.0,0.315051562687
BTC-XRP,5,20,True,True,5.0,1.0,10.0,10.0,0.263698627279
BTC-PAY,5,8,True,True,5.0,1.0,1.0,5.0,-0.260875770816
BTC-XRP,5,20,True,True,5.0,1.0,5.0,5.0,0.387689013515
BTC-QTUM,5,20,True,True,2.0,1.0,10.0,5.0,0.30597424996
BTC-NAV,5,8,True,True,3.0,1.0,5.0,10.0,0.575311934668
BTC-NEO,5,20,True,True,2.0,1.0,5.0,5.0,0.578119892322
BTC-LSK,5,8,True,True,2.0,1.0,10.0,5.0,0.364574927107
BTC-RISE,5,20,True,True,5.0,1.0,10.0,5.0,0.842601168228
BTC-PAY,5,20,True,True,3.0,1.0,10.0,5.0,0.246640311766
BTC-NEO,5,8,True,True,2.0,1.0,5.0,15.0,0.130852132967
BTC-QTUM,5,8,True,True,5.0,1.0,5.0,5.0,0.0147048817692
BTC-XVG,5,8,True,True,2.0,1.0,1.0,15.0,-0.0669988572804
BTC-NAV,5,8,True,True,2.0,1.0,10.0,10.0,0.532689210132
BTC-TRIG,5,20,True,True,5.0,1.0,1.0,15.0,0.0569293182171
BTC-NAV,5,8,True,True,5.0,1.0,5.0,5.0,0.268425699151
BTC-ADX,5,20,True,True,3.0,1.0,5.0,15.0,0.729011837162
BTC-XVG,5,20,True,True,3.0,1.0,10.0,10.0,0.430709806634
BTC-BAT,5,8,True,True,3.0,1.0,1.0,10.0,-0.0857798583855
BTC-ETH,5,8,True,True,5.0,1.0,5.0,15.0,0.0254061846364
BTC-PAY,5,8,True,True,2.0,1.0,10.0,10.0,0.0813102006451
BTC-PAY,5,20,True,True,3.0,1.0,5.0,5.0,0.565084203616
BTC-TRIG,5,8,True,True,3.0,1.0,1.0,15.0,-0.0563359635139
BTC-NAV,5,20,True,True,5.0,1.0,5.0,15.0,0.726691798151
BTC-ETH,5,20,True,True,5.0,1.0,5.0,15.0,0.129195427645
BTC-MTL,5,20,True,True,5.0,1.0,1.0,5.0,-0.0982865689743
BTC-LSK,5,20,True,True,2.0,1.0,1.0,5.0,0.585531702741
BTC-OMG,5,8,True,True,3.0,1.0,10.0,10.0,0.263383916739
BTC-LTC,5,20,True,True,3.0,1.0,5.0,10.0,0.309757168208
BTC-BAT,5,20,True,True,3.0,1.0,10.0,5.0,0.307988811775
BTC-ETH,5,8,True,True,2.0,1.0,5.0,5.0,0.0959192968304
BTC-QTUM,5,8,True,True,2.0,1.0,5.0,10.0,0.217328892383
BTC-STRAT,5,8,True,True,3.0,1.0,1.0,15.0,-0.0944914005617
BTC-ADX,5,20,True,True,5.0,1.0,1.0,5.0,0.0645994687137
BTC-NEO,5,20,True,True,2.0,1.0,1.0,15.0,0.193352110369
BTC-LSK,5,20,True,True,5.0,1.0,1.0,15.0,0.0956498857206
BTC-XVG,5,8,True,True,5.0,1.0,10.0,15.0,0.158386927779
BTC-XVG,5,20,True,True,5.0,1.0,1.0,10.0,-0.0444512651123
BTC-BCC,5,20,True,True,2.0,1.0,10.0,10.0,0.408246673325
BTC-NAV,5,20,True,True,5.0,1.0,1.0,5.0,0.0303628145507
BTC-STRAT,5,8,True,True,3.0,1.0,10.0,5.0,0.0537907940635
BTC-BAT,5,20,True,True,2.0,1.0,10.0,5.0,0.295386238803
BTC-BCC,5,8,True,True,3.0,1.0,5.0,10.0,0.347871967066
BTC-BCC,5,8,True,True,5.0,1.0,10.0,15.0,0.122950268677
BTC-APX,5,8,True,True,5.0,1.0,1.0,5.0,-0.148761011874
BTC-DASH,5,8,True,True,3.0,1.0,1.0,10.0,-0.0923344965136
BTC-DASH,5,20,True,True,5.0,1.0,1.0,5.0,-0.0250903083174
BTC-NEO,5,20,True,True,2.0,1.0,5.0,15.0,0.317707555235
BTC-BCC,5,20,True,True,2.0,1.0,1.0,15.0,0.458204202034
BTC-DASH,5,20,True,True,3.0,1.0,1.0,10.0,0.138673812129
BTC-MTL,5,20,True,True,3.0,1.0,1.0,15.0,0.132412657245
BTC-APX,5,20,True,True,3.0,1.0,10.0,15.0,0.485205310338
BTC-APX,5,20,True,True,5.0,1.0,1.0,15.0,0.268439868028
BTC-TRIG,5,20,True,True,2.0,1.0,5.0,5.0,1.22121436198
BTC-ADX,5,8,True,True,5.0,1.0,5.0,10.0,0.210180857377
BTC-NAV,5,8,True,True,5.0,1.0,1.0,15.0,-0.11620498672
BTC-ETH,5,8,True,True,3.0,1.0,10.0,15.0,0.0890759680837
BTC-XVG,5,20,True,True,2.0,1.0,1.0,10.0,0.327913336523
BTC-QTUM,5,8,True,True,3.0,1.0,10.0,15.0,0.148169203043
BTC-ETC,5,8,True,True,3.0,1.0,10.0,15.0,0.124882102382
BTC-NEO,5,8,True,True,5.0,1.0,10.0,10.0,-0.031780686576
BTC-TRIG,5,20,True,True,2.0,1.0,10.0,15.0,0.854508148921
BTC-DASH,5,8,True,True,3.0,1.0,10.0,15.0,0.176163714409
BTC-XMR,5,20,True,True,2.0,1.0,5.0,15.0,0.490823382529
BTC-ADX,5,20,True,True,2.0,1.0,10.0,5.0,0.613482176077
BTC-STRAT,5,20,True,True,2.0,1.0,1.0,10.0,0.270204523543
BTC-NAV,5,8,True,True,3.0,1.0,5.0,15.0,0.514661176064
BTC-DASH,5,8,True,True,5.0,1.0,1.0,5.0,-0.233929019573
BTC-XMR,5,8,True,True,5.0,1.0,5.0,5.0,0.238978855031
BTC-XRP,5,8,True,True,5.0,1.0,1.0,5.0,-0.295919373119
BTC-TRIG,5,20,True,True,2.0,1.0,10.0,10.0,0.873591567033
BTC-TRIG,5,8,True,True,5.0,1.0,5.0,10.0,0.461505734457
BTC-OMG,5,20,True,True,2.0,1.0,1.0,5.0,0.648138107763
BTC-XRP,5,8,True,True,3.0,1.0,10.0,10.0,0.150084295799
BTC-MCO,5,8,True,True,5.0,1.0,1.0,5.0,-0.513814008027
BTC-DASH,5,8,True,True,2.0,1.0,1.0,5.0,-0.0598380872659
BTC-ETH,5,20,True,True,3.0,1.0,1.0,10.0,0.204029180684
BTC-XVG,5,8,True,True,5.0,1.0,10.0,10.0,0.150438117923
BTC-BAT,5,20,True,True,5.0,1.0,10.0,5.0,0.265093949106
BTC-TRIG,5,8,True,True,2.0,1.0,1.0,10.0,-0.0540890876036
BTC-BCC,5,20,True,True,2.0,1.0,1.0,10.0,0.636887270037
BTC-ETC,5,8,True,True,2.0,1.0,1.0,15.0,0.119767917147
BTC-XVG,5,8,True,True,3.0,1.0,1.0,15.0,-0.145237277342
BTC-TRIG,5,8,True,True,2.0,1.0,1.0,15.0,0.0258859700545
BTC-ETH,5,20,True,True,3.0,1.0,5.0,5.0,0.183029426549
BTC-QTUM,5,8,True,True,3.0,1.0,5.0,15.0,0.192144338535
BTC-MTL,5,20,True,True,2.0,1.0,10.0,10.0,0.255792189917
BTC-XRP,5,20,True,True,3.0,1.0,10.0,10.0,0.277091547756
BTC-QTUM,5,20,True,True,5.0,1.0,5.0,5.0,0.369477185962
BTC-MCO,5,8,True,True,5.0,1.0,10.0,10.0,0.344451131144
BTC-APX,5,8,True,True,3.0,1.0,10.0,5.0,0.391704485322
BTC-PAY,5,8,True,True,3.0,1.0,10.0,10.0,0.0337234487332
BTC-BAT,5,20,True,True,3.0,1.0,5.0,5.0,0.515843002402
BTC-ADX,5,20,True,True,2.0,1.0,5.0,15.0,0.702814630177
BTC-BCC,5,20,True,True,5.0,1.0,10.0,5.0,0.445451794788
BTC-LSK,5,20,True,True,2.0,1.0,5.0,15.0,0.686500522345
BTC-RISE,5,20,True,True,3.0,1.0,5.0,10.0,1.06955169126
BTC-LTC,5,20,True,True,3.0,1.0,5.0,5.0,0.302161102635
BTC-XMR,5,8,True,True,5.0,1.0,5.0,15.0,0.26196390276
BTC-APX,5,20,True,True,3.0,1.0,5.0,15.0,0.934847390692
BTC-TRIG,5,8,True,True,2.0,1.0,5.0,15.0,0.620786438531
BTC-RISE,5,8,True,True,3.0,1.0,1.0,15.0,-0.0276065633586
BTC-NAV,5,20,True,True,5.0,1.0,5.0,10.0,0.793347836249
BTC-MTL,5,20,True,True,2.0,1.0,1.0,10.0,0.291404993494
BTC-APX,5,8,True,True,3.0,1.0,5.0,15.0,0.324632135829
BTC-PAY,5,20,True,True,5.0,1.0,5.0,10.0,0.374866974437
BTC-XRP,5,8,True,True,5.0,1.0,5.0,5.0,0.00213029092337
BTC-ADX,5,8,True,True,5.0,1.0,10.0,15.0,0.214972843351
BTC-LTC,5,8,True,True,3.0,1.0,5.0,15.0,0.135538170746
BTC-DASH,5,8,True,True,2.0,1.0,10.0,15.0,0.177515985744
BTC-ADX,5,8,True,True,3.0,1.0,1.0,15.0,-0.221143338037
BTC-XRP,5,8,True,True,3.0,1.0,1.0,10.0,-0.133031847747
BTC-XRP,5,8,True,True,3.0,1.0,5.0,5.0,0.214868255024
BTC-BAT,5,20,True,True,2.0,1.0,5.0,15.0,0.447786136958
BTC-ETH,5,20,True,True,3.0,1.0,1.0,5.0,0.204029180684
BTC-LTC,5,8,True,True,5.0,1.0,1.0,10.0,-0.11520099732
BTC-LSK,5,20,True,True,5.0,1.0,5.0,5.0,0.521975265314
BTC-MTL,5,8,True,True,2.0,1.0,10.0,15.0,0.12432503312
BTC-XVG,5,20,True,True,5.0,1.0,10.0,5.0,0.419050957402
BTC-QTUM,5,20,True,True,5.0,1.0,1.0,10.0,-0.0704174875353
BTC-NAV,5,20,True,True,2.0,1.0,5.0,5.0,1.11769242881
BTC-NAV,5,20,True,True,2.0,1.0,1.0,5.0,0.636709073295
BTC-MCO,5,8,True,True,3.0,1.0,10.0,10.0,0.449308519896
BTC-BCC,5,8,True,True,2.0,1.0,10.0,15.0,0.289395857085
BTC-RISE,5,8,True,True,5.0,1.0,5.0,10.0,0.44397714832
BTC-PAY,5,8,True,True,3.0,1.0,5.0,15.0,0.0965324614805
BTC-MTL,5,8,True,True,5.0,1.0,5.0,5.0,0.11199247891
BTC-PAY,5,8,True,True,5.0,1.0,1.0,10.0,-0.127645869502
BTC-APX,5,8,True,True,3.0,1.0,10.0,10.0,0.343429307813
BTC-TRIG,5,8,True,True,5.0,1.0,1.0,5.0,-0.492654776379
BTC-NAV,5,8,True,True,3.0,1.0,10.0,5.0,0.562492572081
BTC-LSK,5,8,True,True,5.0,1.0,1.0,10.0,-0.153843473539
BTC-ETH,5,8,True,True,5.0,1.0,10.0,15.0,0.0699404700942
BTC-APX,5,20,True,True,2.0,1.0,1.0,5.0,0.898505552363
BTC-DASH,5,8,True,True,5.0,1.0,5.0,5.0,0.0940039221326
BTC-ETH,5,20,True,True,2.0,1.0,1.0,5.0,0.363404618649
BTC-LTC,5,20,True,True,2.0,1.0,5.0,5.0,0.403335445997
BTC-XVG,5,20,True,True,3.0,1.0,10.0,15.0,0.398173848999
BTC-TRIG,5,20,True,True,5.0,1.0,5.0,15.0,0.944483923083
BTC-RISE,5,20,True,True,5.0,1.0,1.0,15.0,0.165635265293
BTC-MTL,5,8,True,True,2.0,1.0,1.0,15.0,0.085410340369
BTC-ADX,5,8,True,True,5.0,1.0,10.0,10.0,0.237821105621
BTC-XVG,5,20,True,True,3.0,1.0,5.0,15.0,0.59782928412
BTC-XVG,5,20,True,True,2.0,1.0,5.0,5.0,0.757350667434
BTC-DASH,5,8,True,True,2.0,1.0,5.0,5.0,0.253895314106
BTC-XRP,5,20,True,True,5.0,1.0,1.0,5.0,0.0858425651474
BTC-BCC,5,20,True,True,3.0,1.0,5.0,10.0,0.628756831137
BTC-XMR,5,8,True,True,2.0,1.0,10.0,5.0,0.331281163241
BTC-NEO,5,8,True,True,3.0,1.0,5.0,10.0,0.159405779051
BTC-QTUM,5,8,True,True,3.0,1.0,10.0,10.0,0.168439470327
BTC-NAV,5,20,True,True,2.0,1.0,1.0,15.0,0.448387090892
BTC-PAY,5,20,True,True,2.0,1.0,5.0,5.0,0.531610736808
BTC-ETC,5,8,True,True,2.0,1.0,1.0,10.0,0.0825381541986
BTC-LSK,5,8,True,True,5.0,1.0,10.0,5.0,0.285038202347
BTC-RISE,5,8,True,True,5.0,1.0,10.0,15.0,0.415199692817
BTC-ETC,5,20,True,True,5.0,1.0,5.0,15.0,0.17902200335
BTC-OMG,5,20,True,True,3.0,1.0,10.0,15.0,0.264367201478
BTC-NEO,5,8,True,True,5.0,1.0,1.0,5.0,-0.165810513365
BTC-PAY,5,8,True,True,3.0,1.0,10.0,5.0,0.0845138485769
BTC-DASH,5,20,True,True,5.0,1.0,5.0,5.0,0.275492612571
BTC-APX,5,20,True,True,5.0,1.0,1.0,10.0,0.3338648548
BTC-ETC,5,8,True,True,3.0,1.0,10.0,5.0,0.162083395092
BTC-ADX,5,20,True,True,5.0,1.0,5.0,15.0,0.623843663717
BTC-NEO,5,8,True,True,5.0,1.0,5.0,5.0,0.0715858545334
BTC-BCC,5,20,True,True,3.0,1.0,10.0,15.0,0.39041810093
BTC-NAV,5,20,True,True,5.0,1.0,5.0,5.0,0.851836482467
BTC-NEO,5,8,True,True,5.0,1.0,10.0,5.0,-0.0133843598891
BTC-STRAT,5,8,True,True,3.0,1.0,1.0,10.0,-0.0633209299679
BTC-TRIG,5,20,True,True,5.0,1.0,1.0,10.0,0.0011740588162
BTC-MTL,5,8,True,True,2.0,1.0,5.0,15.0,0.22812142216
BTC-LTC,5,20,True,True,5.0,1.0,10.0,15.0,0.209500193675
BTC-LTC,5,8,True,True,2.0,1.0,1.0,5.0,-0.150819756618
BTC-APX,5,20,True,True,2.0,1.0,5.0,5.0,1.06695632376
BTC-QTUM,5,8,True,True,2.0,1.0,1.0,10.0,0.0224755754675
BTC-PAY,5,8,True,True,3.0,1.0,10.0,15.0,0.0267429655306
BTC-MCO,5,20,True,True,2.0,1.0,10.0,15.0,0.649547871027
BTC-ADX,5,20,True,True,3.0,1.0,1.0,5.0,0.411429629775
BTC-MCO,5,20,True,True,5.0,1.0,1.0,5.0,-0.0236741665867
BTC-MTL,5,8,True,True,3.0,1.0,5.0,15.0,0.232009041646
BTC-XMR,5,20,True,True,5.0,1.0,5.0,10.0,0.417463352328
BTC-RISE,5,8,True,True,2.0,1.0,10.0,15.0,0.554026815059
BTC-STRAT,5,8,True,True,2.0,1.0,1.0,5.0,0.0607573817211
BTC-ETH,5,8,True,True,2.0,1.0,5.0,15.0,0.0866188794021
BTC-NEO,5,20,True,True,3.0,1.0,1.0,5.0,0.198416678679
